Game ID,Puzzle Date,Word,Group Name,Group Level,Starting Row,Starting Column
14,2023-01-14,BAR,PARTS OF A CHOCOLATE BAR,1,1,2
14,2023-01-14,BLOCK,PARTS OF A CHOCOLATE BAR,1,2,4
14,2023-01-14,SQUARE,PARTS OF A CHOCOLATE BAR,1,3,1
14,2023-01-14,PIECE,PARTS OF A CHOCOLATE BAR,1,4,3
14,2023-01-14,PEANUTS,SNOOPY'S PALS,2,1,3
14,2023-01-14,PIGPEN,SNOOPY'S PALS,2,2,2
14,2023-01-14,LINUS,SNOOPY'S PALS,2,3,4
14,2023-01-14,SCHROEDER,SNOOPY'S PALS,2,4,1
14,2023-01-14,RING,WHAT "BELL" MIGHT MEAN,3,1,4
14,2023-01-14,ALARM,WHAT "BELL" MIGHT MEAN,3,2,1
14,2023-01-14,CHIME,WHAT "BELL" MIGHT MEAN,3,3,3
14,2023-01-14,TOLL,WHAT "BELL" MIGHT MEAN,3,4,2
15,2023-01-15,DOCTOR,MEDICAL PROFESSIONALS,0,1,1
15,2023-01-15,NURSE,MEDICAL PROFESSIONALS,0,2,3
15,2023-01-15,SURGEON,MEDICAL PROFESSIONALS,0,3,2
15,2023-01-15,PHYSICIAN,MEDICAL PROFESSIONALS,0,4,4
15,2023-01-15,HEAD,THINGS YOU CAN LOSE,1,1,2
15,2023-01-15,COOL,THINGS YOU CAN LOSE,1,2,4
15,2023-01-15,TRACK,THINGS YOU CAN LOSE,1,3,1
15,2023-01-15,TEMPER,THINGS YOU CAN LOSE,1,4,3
15,2023-01-15,BLUE,SYNONYMS FOR "SAD",2,1,3
15,2023-01-15,GLUM,SYNONYMS FOR "SAD",2,2,2
15,2023-01-15,DOWN,SYNONYMS FOR "SAD",2,3,4
15,2023-01-15,LOW,SYNONYMS FOR "SAD",2,4,1
15,2023-01-15,CARROT,___ CAKE,3,1,4
15,2023-01-15,SPONGE,___ CAKE,3,2,1
15,2023-01-15,COFFEE,___ CAKE,3,3,3
15,2023-01-15,POUND,___ CAKE,3,4,2
16,2023-01-16,SUGAR,SWEETENERS,0,1,1
16,2023-01-16,HONEY,SWEETENERS,0,2,3
16,2023-01-16,SYRUP,SWEETENERS,0,3,2
16,2023-01-16,SPLENDA,SWEETENERS,0,4,4
16,2023-01-16,LICK,WORDS FOR TOUCHING WITH TONGUE,1,1,2
16,2023-01-16,PECK,WORDS FOR TOUCHING WITH TONGUE,1,2,4
16,2023-01-16,KISS,WORDS FOR TOUCHING WITH TONGUE,1,3,1
16,2023-01-16,SMOOCH,WORDS FOR TOUCHING WITH TONGUE,1,4,3
16,2023-01-16,BOW,YOGA POSES,2,1,3
16,2023-01-16,CAMEL,YOGA POSES,2,2,2
16,2023-01-16,CHAIR,YOGA POSES,2,3,4
16,2023-01-16,COBRA,YOGA POSES,2,4,1
16,2023-01-16,C,LETTER HOMOPHONES,3,1,4
16,2023-01-16,Y,LETTER HOMOPHONES,3,2,1
16,2023-01-16,R,LETTER HOMOPHONES,3,3,3
16,2023-01-16,Q,LETTER HOMOPHONES,3,4,2
17,2023-01-17,PIANO,MUSICAL INSTRUMENTS,0,1,1
17,2023-01-17,VIOLIN,MUSICAL INSTRUMENTS,0,2,3
17,2023-01-17,GUITAR,MUSICAL INSTRUMENTS,0,3,2
17,2023-01-17,FLUTE,MUSICAL INSTRUMENTS,0,4,4
17,2023-01-17,BAR,THINGS YOU CAN TEND,1,1,2
17,2023-01-17,GARDEN,THINGS YOU CAN TEND,1,2,4
17,2023-01-17,FLOCK,THINGS YOU CAN TEND,1,3,1
17,2023-01-17,CHILD,THINGS YOU CAN TEND,1,4,3
17,2023-01-17,CUB,BABY ANIMALS,2,1,3
17,2023-01-17,JOEY,BABY ANIMALS,2,2,2
17,2023-01-17,CALF,BABY ANIMALS,2,3,4
17,2023-01-17,KID,BABY ANIMALS,2,4,1
17,2023-01-17,BIRD,___ HOUSE,3,1,4
17,2023-01-17,DOG,___ HOUSE,3,2,1
17,2023-01-17,FIRE,___ HOUSE,3,3,3
17,2023-01-17,PEN,___ HOUSE,3,4,2
18,2023-01-18,TABLE,FURNITURE,0,1,1
18,2023-01-18,BED,FURNITURE,0,2,3
18,2023-01-18,CHEST,FURNITURE,0,3,2
18,2023-01-18,DESK,FURNITURE,0,4,4
18,2023-01-18,SPRING,SEASON OR PART OF A BED,1,1,2
18,2023-01-18,FRAME,SEASON OR PART OF A BED,1,2,4
18,2023-01-18,MATTRESS,SEASON OR PART OF A BED,1,3,1
18,2023-01-18,SHEET,SEASON OR PART OF A BED,1,4,3
18,2023-01-18,HULU,STREAMING SERVICES,2,1,3
18,2023-01-18,NETFLIX,STREAMING SERVICES,2,2,2
18,2023-01-18,PRIME,STREAMING SERVICES,2,3,4
18,2023-01-18,PEACOCK,STREAMING SERVICES,2,4,1
18,2023-01-18,CATASTROPHE,STARTING WITH ANIMALS,3,1,4
18,2023-01-18,BEARISH,STARTING WITH ANIMALS,3,2,1
18,2023-01-18,RAMPAGE,STARTING WITH ANIMALS,3,3,3
18,2023-01-18,COWARD,STARTING WITH ANIMALS,3,4,2
19,2023-01-19,SHOE,FOOTWEAR,0,1,1
19,2023-01-19,BOOT,FOOTWEAR,0,2,3
19,2023-01-19,SNEAKER,FOOTWEAR,0,3,2
19,2023-01-19,SANDAL,FOOTWEAR,0,4,4
19,2023-01-19,FIRM,SYNONYMS FOR "STEADY",1,1,2
19,2023-01-19,STABLE,SYNONYMS FOR "STEADY",1,2,4
19,2023-01-19,SOLID,SYNONYMS FOR "STEADY",1,3,1
19,2023-01-19,SECURE,SYNONYMS FOR "STEADY",1,4,3
19,2023-01-19,CHECK,CHESS TERMS,2,1,3
19,2023-01-19,BISHOP,CHESS TERMS,2,2,2
19,2023-01-19,CASTLE,CHESS TERMS,2,3,4
19,2023-01-19,GAMBIT,CHESS TERMS,2,4,1
19,2023-01-19,DAISY,___ FLOWER,3,1,4
19,2023-01-19,SUN,___ FLOWER,3,2,1
19,2023-01-19,PASSION,___ FLOWER,3,3,3
19,2023-01-19,FOUR,___ FLOWER,3,4,2
20,2023-01-20,SOCCER,SPORTS,0,1,1
20,2023-01-20,TENNIS,SPORTS,0,2,3
20,2023-01-20,GOLF,SPORTS,0,3,2
20,2023-01-20,BASKETBALL,SPORTS,0,4,4
20,2023-01-20,ZIP,SYNONYMS FOR "MOVE QUICKLY",1,1,2
20,2023-01-20,DASH,SYNONYMS FOR "MOVE QUICKLY",1,2,4
20,2023-01-20,DART,SYNONYMS FOR "MOVE QUICKLY",1,3,1
20,2023-01-20,BOLT,SYNONYMS FOR "MOVE QUICKLY",1,4,3
20,2023-01-20,BRONCO,FORD MODELS,2,1,3
20,2023-01-20,ESCAPE,FORD MODELS,2,2,2
20,2023-01-20,EXPLORER,FORD MODELS,2,3,4
20,2023-01-20,MUSTANG,FORD MODELS,2,4,1
20,2023-01-20,CARROT,___ STICK,3,1,4
20,2023-01-20,MEMORY,___ STICK,3,2,1
20,2023-01-20,SELFIE,___ STICK,3,3,3
20,2023-01-20,HOCKEY,___ STICK,3,4,2
21,2023-01-21,COAT,CLOTHING,0,1,1
21,2023-01-21,HAT,CLOTHING,0,2,3
21,2023-01-21,SHIRT,CLOTHING,0,3,2
21,2023-01-21,DRESS,CLOTHING,0,4,4
21,2023-01-21,HEAT,NBA TEAMS,1,1,2
21,2023-01-21,BUCKS,NBA TEAMS,1,2,4
21,2023-01-21,JAZZ,NBA TEAMS,1,3,1
21,2023-01-21,NETS,NBA TEAMS,1,4,3
21,2023-01-21,DUST,CLEANING VERBS,2,1,3
21,2023-01-21,MOP,CLEANING VERBS,2,2,2
21,2023-01-21,SWEEP,CLEANING VERBS,2,3,4
21,2023-01-21,VACUUM,CLEANING VERBS,2,4,1
21,2023-01-21,GRAPE,FRUIT HOMOPHONES,3,1,4
21,2023-01-21,PEAR,FRUIT HOMOPHONES,3,2,1
21,2023-01-21,BERRY,FRUIT HOMOPHONES,3,3,3
21,2023-01-21,LIME,FRUIT HOMOPHONES,3,4,2
22,2023-01-22,CEREAL,BREAKFAST FOODS,0,1,1
22,2023-01-22,TOAST,BREAKFAST FOODS,0,2,3
22,2023-01-22,BACON,BREAKFAST FOODS,0,3,2
22,2023-01-22,EGGS,BREAKFAST FOODS,0,4,4
22,2023-01-22,BISHOP,CHESS PIECES,1,1,2
22,2023-01-22,KNIGHT,CHESS PIECES,1,2,4
22,2023-01-22,ROOK,CHESS PIECES,1,3,1
22,2023-01-22,QUEEN,CHESS PIECES,1,4,3
22,2023-01-22,GNOME,SILENT "G",2,1,3
22,2023-01-22,GNOCCHI,SILENT "G",2,2,2
22,2023-01-22,GNAW,SILENT "G",2,3,4
22,2023-01-22,GNAT,SILENT "G",2,4,1
22,2023-01-22,MONTY,FULL ___,3,1,4
22,2023-01-22,MOON,FULL ___,3,2,1
22,2023-01-22,CIRCLE,FULL ___,3,3,3
22,2023-01-22,HOUSE,FULL ___,3,4,2
23,2023-01-23,RED,SHADES OF RED,0,1,1
23,2023-01-23,SCARLET,SHADES OF RED,0,2,3
23,2023-01-23,CRIMSON,SHADES OF RED,0,3,2
23,2023-01-23,BURGUNDY,SHADES OF RED,0,4,4
23,2023-01-23,APPLE,THINGS WITH CORES,1,1,2
23,2023-01-23,EARTH,THINGS WITH CORES,1,2,4
23,2023-01-23,COMPUTER,THINGS WITH CORES,1,3,1
23,2023-01-23,ATOMIC,THINGS WITH CORES,1,4,3
23,2023-01-23,SWIFT,BIRDS,2,1,3
23,2023-01-23,CARDINAL,BIRDS,2,2,2
23,2023-01-23,LARK,BIRDS,2,3,4
23,2023-01-23,JAY,BIRDS,2,4,1
23,2023-01-23,K,WHAT "K" MIGHT MEAN,3,1,4
23,2023-01-23,X,WHAT "K" MIGHT MEAN,3,2,1
23,2023-01-23,OKAY,WHAT "K" MIGHT MEAN,3,3,3
23,2023-01-23,POTASSIUM,WHAT "K" MIGHT MEAN,3,4,2
24,2023-01-24,WIND,WEATHER PHENOMENA,0,1,1
24,2023-01-24,CLOUD,WEATHER PHENOMENA,0,2,3
24,2023-01-24,FOG,WEATHER PHENOMENA,0,3,2
24,2023-01-24,MIST,WEATHER PHENOMENA,0,4,4
24,2023-01-24,TARTAR,CONDIMENTS,1,1,2
24,2023-01-24,RELISH,CONDIMENTS,1,2,4
24,2023-01-24,KETCHUP,CONDIMENTS,1,3,1
24,2023-01-24,MAYO,CONDIMENTS,1,4,3
24,2023-01-24,BUG,"LOSE IT, WITH ""OUT""",2,1,3
24,2023-01-24,WIG,"LOSE IT, WITH ""OUT""",2,2,2
24,2023-01-24,FLIP,"LOSE IT, WITH ""OUT""",2,3,4
24,2023-01-24,FREAK,"LOSE IT, WITH ""OUT""",2,4,1
24,2023-01-24,CELOPHAN,WORDS BEGINNING WITH INSTRUMENTS,3,1,4
24,2023-01-24,ORGANISM,WORDS BEGINNING WITH INSTRUMENTS,3,2,1
24,2023-01-24,HARPOON,WORDS BEGINNING WITH INSTRUMENTS,3,3,3
24,2023-01-24,BASSINET,WORDS BEGINNING WITH INSTRUMENTS,3,4,2
25,2023-01-25,TOWN,TYPES OF SETTLEMENTS,0,1,1
25,2023-01-25,CITY,TYPES OF SETTLEMENTS,0,2,3
25,2023-01-25,VILLAGE,TYPES OF SETTLEMENTS,0,3,2
25,2023-01-25,HAMLET,TYPES OF SETTLEMENTS,0,4,4
25,2023-01-25,BEAR,THINGS YOU CAN GRIN AND,1,1,2
25,2023-01-25,IT,THINGS YOU CAN GRIN AND,1,2,4
25,2023-01-25,FACE,THINGS YOU CAN GRIN AND,1,3,1
25,2023-01-25,TONGUE,THINGS YOU CAN GRIN AND,1,4,3
25,2023-01-25,DOUGH,SLANG FOR MONEY,2,1,3
25,2023-01-25,GREENBACK,SLANG FOR MONEY,2,2,2
25,2023-01-25,LOOT,SLANG FOR MONEY,2,3,4
25,2023-01-25,CLAMS,SLANG FOR MONEY,2,4,1
25,2023-01-25,WINDSOCK,WORDS ENDING WITH CLOTHING,3,1,4
25,2023-01-25,TURNCOAT,WORDS ENDING WITH CLOTHING,3,2,1
25,2023-01-25,FOXGLOVE,WORDS ENDING WITH CLOTHING,3,3,3
25,2023-01-25,GUMSHOE,WORDS ENDING WITH CLOTHING,3,4,2
26,2023-01-26,CHOPSTICKS,EATING UTENSILS,0,1,1
26,2023-01-26,FORK,EATING UTENSILS,0,2,3
26,2023-01-26,KNIFE,EATING UTENSILS,0,3,2
26,2023-01-26,SPOON,EATING UTENSILS,0,4,4
26,2023-01-26,HEAD,TOP PART OF THINGS,1,1,2
26,2023-01-26,CROWN,TOP PART OF THINGS,1,2,4
26,2023-01-26,SUMMIT,TOP PART OF THINGS,1,3,1
26,2023-01-26,PEAK,TOP PART OF THINGS,1,4,3
26,2023-01-26,LEAVES,PARTS OF A BOOK,2,1,3
26,2023-01-26,COVER,PARTS OF A BOOK,2,2,2
26,2023-01-26,JACKET,PARTS OF A BOOK,2,3,4
26,2023-01-26,SPINE,PARTS OF A BOOK,2,4,1
26,2023-01-26,GREEN,WHAT "GREEN" MIGHT MEAN,3,1,4
26,2023-01-26,FRESH,WHAT "GREEN" MIGHT MEAN,3,2,1
26,2023-01-26,ENVIOUS,WHAT "GREEN" MIGHT MEAN,3,3,3
26,2023-01-26,NAIVE,WHAT "GREEN" MIGHT MEAN,3,4,2
