Game ID,Puzzle Date,Word,Group Name,Group Level,Starting Row,Starting Column
11,2024-01-11,FAST,SYNONYMS FOR "QUICK",1,1,2
11,2024-01-11,RAPID,SYNONYMS FOR "QUICK",1,2,4
11,2024-01-11,SWIFT,SYNONYMS FOR "QUICK",1,3,1
11,2024-01-11,HASTY,SYNONYMS FOR "QUICK",1,4,3
11,2024-01-11,MERLOT,TYPES OF GRAPE,2,1,3
11,2024-01-11,CHARDONNAY,TYPES OF GRAPE,2,2,1
11,2024-01-11,PINOT,TYPES OF GRAPE,2,3,4
11,2024-01-11,ZINFANDEL,TYPES OF GRAPE,2,4,2
11,2024-01-11,DIM,STARTS OF U.S. COINS,3,1,4
11,2024-01-11,QUART,STARTS OF U.S. COINS,3,2,2
11,2024-01-11,PEN,STARTS OF U.S. COINS,3,3,3
11,2024-01-11,NICK,STARTS OF U.S. COINS,3,4,1
12,2024-01-12,BALL,SPORTS EQUIPMENT,0,1,1
12,2024-01-12,BAT,SPORTS EQUIPMENT,0,2,3
12,2024-01-12,RACKET,SPORTS EQUIPMENT,0,3,2
12,2024-01-12,HELMET,SPORTS EQUIPMENT,0,4,4
12,2024-01-12,NIGHT,THINGS THAT ARE DARK,1,1,2
12,2024-01-12,CHOCOLATE,THINGS THAT ARE DARK,1,2,4
12,2024-01-12,SECRET,THINGS THAT ARE DARK,1,3,1
12,2024-01-12,HUMOR,THINGS THAT ARE DARK,1,4,3
12,2024-01-12,FLUSH,POKER HANDS,2,1,3
12,2024-01-12,STRAIGHT,POKER HANDS,2,2,1
12,2024-01-12,PAIR,POKER HANDS,2,3,4
12,2024-01-12,ROYAL,POKER HANDS,2,4,2
12,2024-01-12,COFFEE,___ CUP,3,1,4
12,2024-01-12,TEA,___ CUP,3,2,2
12,2024-01-12,WORLD,___ CUP,3,3,3
12,2024-01-12,STANLEY,___ CUP,3,4,1
13,2024-01-13,CIRCLE,GEOMETRIC SHAPES,0,1,1
13,2024-01-13,SQUARE,GEOMETRIC SHAPES,0,2,3
13,2024-01-13,TRIANGLE,GEOMETRIC SHAPES,0,3,2
13,2024-01-13,OVAL,GEOMETRIC SHAPES,0,4,4
13,2024-01-13,MAD,SYNONYMS FOR "ANGRY",1,1,2
13,2024-01-13,FUMING,SYNONYMS FOR "ANGRY",1,2,4
13,2024-01-13,IRATE,SYNONYMS FOR "ANGRY",1,3,1
13,2024-01-13,ENRAGED,SYNONYMS FOR "ANGRY",1,4,3
13,2024-01-13,OAK,TYPES OF WOOD,2,1,3
13,2024-01-13,PINE,TYPES OF WOOD,2,2,1
13,2024-01-13,CEDAR,TYPES OF WOOD,2,3,4
13,2024-01-13,MAPLE,TYPES OF WOOD,2,4,2
13,2024-01-13,LAUNDRY,DIRTY ___,3,1,4
13,2024-01-13,MARTINI,DIRTY ___,3,2,2
13,2024-01-13,JOKE,DIRTY ___,3,3,3
13,2024-01-13,DOZEN,DIRTY ___,3,4,1
14,2024-01-14,ROBIN,BIRD NAMES,0,1,1
14,2024-01-14,SPARROW,BIRD NAMES,0,2,3
14,2024-01-14,EAGLE,BIRD NAMES,0,3,2
14,2024-01-14,DOVE,BIRD NAMES,0,4,4
14,2024-01-14,ROOT,PARTS OF A TREE,1,1,2
14,2024-01-14,TRUNK,PARTS OF A TREE,1,2,4
14,2024-01-14,BRANCH,PARTS OF A TREE,1,3,1
14,2024-01-14,LEAF,PARTS OF A TREE,1,4,3
14,2024-01-14,POKER,CARD GAMES,2,1,3
14,2024-01-14,BRIDGE,CARD GAMES,2,2,1
14,2024-01-14,RUMMY,CARD GAMES,2,3,4
14,2024-01-14,BLACKJACK,CARD GAMES,2,4,2
14,2024-01-14,VERIFY,WHAT "CHECK" MIGHT MEAN,3,1,4
14,2024-01-14,BILL,WHAT "CHECK" MIGHT MEAN,3,2,2
14,2024-01-14,PATTERN,WHAT "CHECK" MIGHT MEAN,3,3,3
14,2024-01-14,CHESS,WHAT "CHECK" MIGHT MEAN,3,4,1
15,2024-01-15,MATH,SCHOOL SUBJECTS,0,1,1
15,2024-01-15,SCIENCE,SCHOOL SUBJECTS,0,2,3
15,2024-01-15,HISTORY,SCHOOL SUBJECTS,0,3,2
15,2024-01-15,ART,SCHOOL SUBJECTS,0,4,4
15,2024-01-15,PENCIL,THINGS WITH A POINT,1,1,2
15,2024-01-15,DAGGER,THINGS WITH A POINT,1,2,4
15,2024-01-15,ARGUMENT,THINGS WITH A POINT,1,3,1
15,2024-01-15,PEAK,THINGS WITH A POINT,1,4,3
15,2024-01-15,SNEAKER,TYPES OF SHOES,2,1,3
15,2024-01-15,SANDAL,TYPES OF SHOES,2,2,1
15,2024-01-15,BOOT,TYPES OF SHOES,2,3,4
15,2024-01-15,HEEL,TYPES OF SHOES,2,4,2
15,2024-01-15,MASTER,WORDS AFTER "HEAD",3,1,4
15,2024-01-15,PHONE,WORDS AFTER "HEAD",3,2,2
15,2024-01-15,LIGHT,WORDS AFTER "HEAD",3,3,3
15,2024-01-15,START,WORDS AFTER "HEAD",3,4,1
16,2024-01-16,RYE,KINDS OF BREAD,0,1,1
16,2024-01-16,WHEAT,KINDS OF BREAD,0,2,3
16,2024-01-16,SOURDOUGH,KINDS OF BREAD,0,3,2
16,2024-01-16,BAGUETTE,KINDS OF BREAD,0,4,4
16,2024-01-16,WINE,THINGS THAT ARE DRY,1,1,2
16,2024-01-16,HUMOR,THINGS THAT ARE DRY,1,2,4
16,2024-01-16,CLEANING,THINGS THAT ARE DRY,1,3,1
16,2024-01-16,RUN,THINGS THAT ARE DRY,1,4,3
16,2024-01-16,LEAVES,PARTS OF A BOOK,2,1,3
16,2024-01-16,COVER,PARTS OF A BOOK,2,2,1
16,2024-01-16,JACKET,PARTS OF A BOOK,2,3,4
16,2024-01-16,SPINE,PARTS OF A BOOK,2,4,2
16,2024-01-16,WINDSOCK,ENDING WITH CLOTHING,3,1,4
16,2024-01-16,TURNCOAT,ENDING WITH CLOTHING,3,2,2
16,2024-01-16,FOXGLOVE,ENDING WITH CLOTHING,3,3,3
16,2024-01-16,GUMSHOE,ENDING WITH CLOTHING,3,4,1
17,2024-01-17,RED,COLORS OF THE RAINBOW,0,1,1
17,2024-01-17,ORANGE,COLORS OF THE RAINBOW,0,2,3
17,2024-01-17,YELLOW,COLORS OF THE RAINBOW,0,3,2
17,2024-01-17,GREEN,COLORS OF THE RAINBOW,0,4,4
17,2024-01-17,CHARM,THINGS ASSOCIATED WITH LUCK,1,1,2
17,2024-01-17,PENNIES,THINGS ASSOCIATED WITH LUCK,1,2,4
17,2024-01-17,HORSESHOE,THINGS ASSOCIATED WITH LUCK,1,3,1
17,2024-01-17,LADYBUG,THINGS ASSOCIATED WITH LUCK,1,4,3
17,2024-01-17,TINY,SYNONYMS FOR "SMALL",2,1,3
17,2024-01-17,PETITE,SYNONYMS FOR "SMALL",2,2,1
17,2024-01-17,MINUTE,SYNONYMS FOR "SMALL",2,3,4
17,2024-01-17,LITTLE,SYNONYMS FOR "SMALL",2,4,2
17,2024-01-17,FINISH,___ LINE,3,1,4
17,2024-01-17,PHONE,___ LINE,3,2,2
17,2024-01-17,BOTTOM,___ LINE,3,3,3
17,2024-01-17,FISHING,___ LINE,3,4,1
18,2024-01-18,KITCHEN,ROOMS IN A HOUSE,0,1,1
18,2024-01-18,BEDROOM,ROOMS IN A HOUSE,0,2,3
18,2024-01-18,BATHROOM,ROOMS IN A HOUSE,0,3,2
18,2024-01-18,ATTIC,ROOMS IN A HOUSE,0,4,4
18,2024-01-18,MOUSE,PARTS OF A COMPUTER,1,1,2
18,2024-01-18,KEYBOARD,PARTS OF A COMPUTER,1,2,4
18,2024-01-18,MONITOR,PARTS OF A COMPUTER,1,3,1
18,2024-01-18,MOTHERBOARD,PARTS OF A COMPUTER,1,4,3
18,2024-01-18,TEMPER,THINGS YOU CAN LOSE,2,1,3
18,2024-01-18,WEIGHT,THINGS YOU CAN LOSE,2,2,1
18,2024-01-18,MIND,THINGS YOU CAN LOSE,2,3,4
18,2024-01-18,TRACK,THINGS YOU CAN LOSE,2,4,2
18,2024-01-18,SEA,___ STAR,3,1,4
18,2024-01-18,MOVIE,___ STAR,3,2,2
18,2024-01-18,ROCK,___ STAR,3,3,3
18,2024-01-18,ALL,___ STAR,3,4,1
19,2024-01-19,ANT,INSECTS,0,1,1
19,2024-01-19,BEE,INSECTS,0,2,3
19,2024-01-19,FLY,INSECTS,0,3,2
19,2024-01-19,MOSQUITO,INSECTS,0,4,4
19,2024-01-19,START,SYNONYMS FOR "BEGIN",1,1,2
19,2024-01-19,COMMENCE,SYNONYMS FOR "BEGIN",1,2,4
19,2024-01-19,LAUNCH,SYNONYMS FOR "BEGIN",1,3,1
19,2024-01-19,INITIATE,SYNONYMS FOR "BEGIN",1,4,3
19,2024-01-19,POUND,TYPES OF CAKES,2,1,3
19,2024-01-19,SPONGE,TYPES OF CAKES,2,2,1
19,2024-01-19,CHEESE,TYPES OF CAKES,2,3,4
19,2024-01-19,CUP,TYPES OF CAKES,2,4,2
19,2024-01-19,LYME,FRUIT HOMOPHONES,3,1,4
19,2024-01-19,PAIR,FRUIT HOMOPHONES,3,2,2
19,2024-01-19,PLUMB,FRUIT HOMOPHONES,3,3,3
19,2024-01-19,MELLON,FRUIT HOMOPHONES,3,4,1
20,2024-01-20,HAPPY,EMOTIONS,0,1,1
20,2024-01-20,SAD,EMOTIONS,0,2,3
20,2024-01-20,ANGRY,EMOTIONS,0,3,2
20,2024-01-20,SCARED,EMOTIONS,0,4,4
20,2024-01-20,TREE,THINGS FOUND IN A FOREST,1,1,2
20,2024-01-20,MUSHROOM,THINGS FOUND IN A FOREST,1,2,4
20,2024-01-20,MOSS,THINGS FOUND IN A FOREST,1,3,1
20,2024-01-20,CLEARING,THINGS FOUND IN A FOREST,1,4,3
20,2024-01-20,SILENT,SYNONYMS FOR "QUIET",2,1,3
20,2024-01-20,HUSHED,SYNONYMS FOR "QUIET",2,2,1
20,2024-01-20,MUTED,SYNONYMS FOR "QUIET",2,3,4
20,2024-01-20,SUBDUED,SYNONYMS FOR "QUIET",2,4,2
20,2024-01-20,SUPER,WORDS THAT PRECEDE "MAN",3,1,4
20,2024-01-20,IRON,WORDS THAT PRECEDE "MAN",3,2,2
20,2024-01-20,BAT,WORDS THAT PRECEDE "MAN",3,3,3
20,2024-01-20,SPIDER,WORDS THAT PRECEDE "MAN",3,4,1
21,2024-01-21,SALMON,KINDS OF FISH,0,1,1
21,2024-01-21,TUNA,KINDS OF FISH,0,2,3
21,2024-01-21,COD,KINDS OF FISH,0,3,2
21,2024-01-21,TROUT,KINDS OF FISH,0,4,4
21,2024-01-21,FEATHER,THINGS THAT ARE LIGHT,1,1,2
21,2024-01-21,DAY,THINGS THAT ARE LIGHT,1,2,4
21,2024-01-21,WEIGHT,THINGS THAT ARE LIGHT,1,3,1
21,2024-01-21,HEARTED,THINGS THAT ARE LIGHT,1,4,3
21,2024-01-21,DIME,TYPES OF COINS,2,1,3
21,2024-01-21,NICKEL,TYPES OF COINS,2,2,1
21,2024-01-21,QUARTER,TYPES OF COINS,2,3,4
21,2024-01-21,PENNY,TYPES OF COINS,2,4,2
21,2024-01-21,BALLET,___ DANCE,3,1,4
21,2024-01-21,BREAK,___ DANCE,3,2,2
21,2024-01-21,TAP,___ DANCE,3,3,3
21,2024-01-21,SQUARE,___ DANCE,3,4,1
22,2024-01-22,BUS,MODES OF TRANSPORTATION,0,1,1
22,2024-01-22,TRAIN,MODES OF TRANSPORTATION,0,2,3
22,2024-01-22,CAR,MODES OF TRANSPORTATION,0,3,2
22,2024-01-22,BIKE,MODES OF TRANSPORTATION,0,4,4
22,2024-01-22,CHAPTER,PARTS OF A BOOK,1,1,2
22,2024-01-22,PAGE,PARTS OF A BOOK,1,2,4
22,2024-01-22,INDEX,PARTS OF A BOOK,1,3,1
22,2024-01-22,FORWARD,PARTS OF A BOOK,1,4,3
22,2024-01-22,ROBUST,SYNONYMS FOR "STRONG",2,1,3
22,2024-01-22,STURDY,SYNONYMS FOR "STRONG",2,2,1
22,2024-01-22,MIGHTY,SYNONYMS FOR "STRONG",2,3,4
22,2024-01-22,POTENT,SYNONYMS FOR "STRONG",2,4,2
22,2024-01-22,THROW,WORDS BEFORE "BACK",3,1,4
22,2024-01-22,COME,WORDS BEFORE "BACK",3,2,2
22,2024-01-22,HOLD,WORDS BEFORE "BACK",3,3,3
22,2024-01-22,PULL,WORDS BEFORE "BACK",3,4,1
23,2024-01-23,APPLE,FRUITS,0,1,1
23,2024-01-23,BANANA,FRUITS,0,2,3
23,2024-01-23,ORANGE,FRUITS,0,3,2
23,2024-01-23,GRAPE,FRUITS,0,4,4
23,2024-01-23,BOOT,KINDS OF SHOES,1,1,2
23,2024-01-23,SANDAL,KINDS OF SHOES,1,2,4
23,2024-01-23,SNEAKER,KINDS OF SHOES,1,3,1
23,2024-01-23,HEEL,KINDS OF SHOES,1,4,3
23,2024-01-23,TURTLE,THINGS WITH A SHELL,2,1,3
23,2024-01-23,EGG,THINGS WITH A SHELL,2,2,1
23,2024-01-23,NUT,THINGS WITH A SHELL,2,3,4
23,2024-01-23,SEASHELL,THINGS WITH A SHELL,2,4,2
23,2024-01-23,FOOT,___ BALL,3,1,4
23,2024-01-23,BASE,___ BALL,3,2,2
23,2024-01-23,MEAT,___ BALL,3,3,3
23,2024-01-23,EYE,___ BALL,3,4,1
24,2024-01-24,SOCCER,KINDS OF SPORTS,0,1,1
24,2024-01-24,TENNIS,KINDS OF SPORTS,0,2,3
24,2024-01-24,BASEBALL,KINDS OF SPORTS,0,3,2
24,2024-01-24,BASKETBALL,KINDS OF SPORTS,0,4,4
24,2024-01-24,SHREWD,SYNONYMS FOR "CLEVER",1,1,2
24,2024-01-24,ASTUTE,SYNONYMS FOR "CLEVER",1,2,4
24,2024-01-24,CUNNING,SYNONYMS FOR "CLEVER",1,3,1
24,2024-01-24,ADROIT,SYNONYMS FOR "CLEVER",1,4,3
24,2024-01-24,CANTILEVER,TYPES OF BRIDGES,2,1,3
24,2024-01-24,PONTOON,TYPES OF BRIDGES,2,2,1
24,2024-01-24,SUSPENSION,TYPES OF BRIDGES,2,3,4
24,2024-01-24,ARCH,TYPES OF BRIDGES,2,4,2
24,2024-01-24,SODA,THINGS THAT GO "POP",3,1,4
24,2024-01-24,CORN,THINGS THAT GO "POP",3,2,2
24,2024-01-24,MUSIC,THINGS THAT GO "POP",3,3,3
24,2024-01-24,CHART,THINGS THAT GO "POP",3,4,1
25,2024-01-25,WATER,KINDS OF DRINKS,0,1,1
25,2024-01-25,JUICE,KINDS OF DRINKS,0,2,3
25,2024-01-25,SODA,KINDS OF DRINKS,0,3,2
25,2024-01-25,MILK,KINDS OF DRINKS,0,4,4
25,2024-01-25,GALAXY,THINGS ASSOCIATED WITH SPACE,1,1,2
25,2024-01-25,ORBIT,THINGS ASSOCIATED WITH SPACE,1,2,4
25,2024-01-25,NEBULA,THINGS ASSOCIATED WITH SPACE,1,3,1
25,2024-01-25,ASTEROID,THINGS ASSOCIATED WITH SPACE,1,4,3
25,2024-01-25,QUICK,SYNONYMS FOR "FAST",2,1,3
25,2024-01-25,RAPID,SYNONYMS FOR "FAST",2,2,1
25,2024-01-25,SWIFT,SYNONYMS FOR "FAST",2,3,4
25,2024-01-25,FLEET,SYNONYMS FOR "FAST",2,4,2
25,2024-01-25,HEAD,WORDS AFTER "PIG",3,1,4
25,2024-01-25,LATIN,WORDS AFTER "PIG",3,2,2
25,2024-01-25,STY,WORDS AFTER "PIG",3,3,3
25,2024-01-25,OUT,WORDS AFTER "PIG",3,4,1
26,2024-01-26,RAIN,KINDS OF WEATHER,0,1,1
26,2024-01-26,SNOW,KINDS OF WEATHER,0,2,3
26,2024-01-26,WIND,KINDS OF WEATHER,0,3,2
26,2024-01-26,SUN,KINDS OF WEATHER,0,4,4
26,2024-01-26,PETAL,PARTS OF A FLOWER,1,1,2
26,2024-01-26,STEM,PARTS OF A FLOWER,1,2,4
26,2024-01-26,LEAF,PARTS OF A FLOWER,1,3,1
26,2024-01-26,PISTIL,PARTS OF A FLOWER,1,4,3
26,2024-01-26,GLEAM,SYNONYMS FOR "SHINE",2,1,3
26,2024-01-26,GLOW,SYNONYMS FOR "SHINE",2,2,1
26,2024-01-26,SPARKLE,SYNONYMS FOR "SHINE",2,3,4
26,2024-01-26,LUSTER,SYNONYMS FOR "SHINE",2,4,2
26,2024-01-26,LIVING,___ ROOM,3,1,4
26,2024-01-26,DINING,___ ROOM,3,2,2
26,2024-01-26,BED,___ ROOM,3,3,3
26,2024-01-26,BATH,___ ROOM,3,4,1
27,2024-01-27,RED,BASIC COLORS,0,1,1
27,2024-01-27,YELLOW,BASIC COLORS,0,2,3
27,2024-01-27,BLUE,BASIC COLORS,0,3,2
27,2024-01-27,GREEN,BASIC COLORS,0,4,4
27,2024-01-27,TIRE,THINGS THAT ARE FLAT,1,1,2
27,2024-01-27,SODA,THINGS THAT ARE FLAT,1,2,4
27,2024-01-27,PANCAKE,THINGS THAT ARE FLAT,1,3,1
27,2024-01-27,IRON,THINGS THAT ARE FLAT,1,4,3
