Game ID,Puzzle Date,Word,Group Name,Group Level,Starting Row,Starting Column
GAME_ID_005,2024-07-24,LET,WORDS BEFORE 'TO GO',1,2,4
GAME_ID_005,2024-07-24,READY,WORDS BEFORE 'TO GO',1,4,1
GAME_ID_005,2024-07-24,FREE,WORDS BEFORE 'TO GO',1,1,2
GAME_ID_005,2024-07-24,GOOD,WORDS BEFORE 'TO GO',1,3,2
GAME_ID_005,2024-07-24,LAG,THINGS THAT DELAY,2,1,4
GAME_ID_005,2024-07-24,DELAY,THINGS THAT DELAY,2,3,1
GAME_ID_005,2024-07-24,DRAG,THINGS THAT DELAY,2,2,1
GAME_ID_005,2024-07-24,HANG,THINGS THAT DELAY,2,4,2
GAME_ID_005,2024-07-24,BOSS,WHAT 'HEAD' MIGHT MEAN,3,1,3
GAME_ID_005,2024-07-24,TOILET,WHAT 'HEAD' MIGHT MEAN,3,2,3
GAME_ID_005,2024-07-24,FOAM,WHAT 'HEAD' MIGHT MEAN,3,3,3
GAME_ID_005,2024-07-24,FRONT,WHAT 'HEAD' MIGHT MEAN,3,4,4
GAME_ID_006,2024-07-25,RABBIT,THINGS THAT HOP,0,1,1
GAME_ID_006,2024-07-25,KANGAROO,THINGS THAT HOP,0,4,2
GAME_ID_006,2024-07-25,FROG,THINGS THAT HOP,0,2,3
GAME_ID_006,2024-07-25,GRASSHOPPER,THINGS THAT HOP,0,3,1
GAME_ID_006,2024-07-25,SPOT,WORDS BEFORE 'LIGHT',1,2,2
GAME_ID_006,2024-07-25,SUN,WORDS BEFORE 'LIGHT',1,4,4
GAME_ID_006,2024-07-25,HEAD,WORDS BEFORE 'LIGHT',1,1,3
GAME_ID_006,2024-07-25,TAIL,WORDS BEFORE 'LIGHT',1,3,4
GAME_ID_006,2024-07-25,RAIN,TYPES OF BOOTS,2,1,2
GAME_ID_006,2024-07-25,WORK,TYPES OF BOOTS,2,3,3
GAME_ID_006,2024-07-25,SNOW,TYPES OF BOOTS,2,2,4
GAME_ID_006,2024-07-25,COWBOY,TYPES OF BOOTS,2,4,1
GAME_ID_006,2024-07-25,MUSKRAT,ENDING WITH ANIMALS,3,4,3
GAME_ID_006,2024-07-25,COWBIRD,ENDING WITH ANIMALS,3,3,2
GAME_ID_006,2024-07-25,SEADOG,ENDING WITH ANIMALS,3,1,4
GAME_ID_006,2024-07-25,DUCKBILL,ENDING WITH ANIMALS,3,2,1
GAME_ID_007,2024-07-26,APPLE,TYPES OF FRUIT,0,1,1
GAME_ID_007,2024-07-26,BANANA,TYPES OF FRUIT,0,4,4
GAME_ID_007,2024-07-26,ORANGE,TYPES OF FRUIT,0,3,1
GAME_ID_007,2024-07-26,GRAPE,TYPES OF FRUIT,0,2,3
GAME_ID_007,2024-07-26,GOAL,WHAT A 'DREAM' MIGHT BE,1,2,4
GAME_ID_007,2024-07-26,FANTASY,WHAT A 'DREAM' MIGHT BE,1,4,1
GAME_ID_007,2024-07-26,NIGHTMARE,WHAT A 'DREAM' MIGHT BE,1,1,2
GAME_ID_007,2024-07-26,WISH,WHAT A 'DREAM' MIGHT BE,1,3,2
GAME_ID_007,2024-07-26,NOSE,THINGS THAT RUN,2,1,4
GAME_ID_007,2024-07-26,ENGINE,THINGS THAT RUN,2,3,4
GAME_ID_007,2024-07-26,WATER,THINGS THAT RUN,2,2,2
GAME_ID_007,2024-07-26,STOCKINGS,THINGS THAT RUN,2,4,2
GAME_ID_007,2024-07-26,START,HEAD ___,3,3,3
GAME_ID_007,2024-07-26,HUNT,HEAD ___,3,2,1
GAME_ID_007,2024-07-26,LIGHT,HEAD ___,3,1,3
GAME_ID_007,2024-07-26,PHONE,HEAD ___,3,4,3
GAME_ID_008,2024-07-27,SHIRT,THINGS WITH BUTTONS,0,2,1
GAME_ID_008,2024-07-27,REMOTE,THINGS WITH BUTTONS,0,1,4
GAME_ID_008,2024-07-27,KEYBOARD,THINGS WITH BUTTONS,0,4,2
GAME_ID_008,2024-07-27,ELEVATOR,THINGS WITH BUTTONS,0,3,3
GAME_ID_008,2024-07-27,POUND,UNITS OF WEIGHT,1,1,1
GAME_ID_008,2024-07-27,OUNCE,UNITS OF WEIGHT,1,2,3
GAME_ID_008,2024-07-27,TON,UNITS OF WEIGHT,1,4,1
GAME_ID_008,2024-07-27,GRAM,UNITS OF WEIGHT,1,3,4
GAME_ID_008,2024-07-27,FIRE,WORDS THAT PRECEDE 'BALL',2,1,3
GAME_ID_008,2024-07-27,FOOT,WORDS THAT PRECEDE 'BALL',2,3,1
GAME_ID_008,2024-07-27,SNOW,WORDS THAT PRECEDE 'BALL',2,4,3
GAME_ID_008,2024-07-27,EYE,WORDS THAT PRECEDE 'BALL',2,2,4
GAME_ID_008,2024-07-27,INK,COLORS MINUS FIRST LETTER,3,1,2
GAME_ID_008,2024-07-27,OLD,COLORS MINUS FIRST LETTER,3,2,2
GAME_ID_008,2024-07-27,LACK,COLORS MINUS FIRST LETTER,3,3,2
GAME_ID_008,2024-07-27,RANGE,COLORS MINUS FIRST LETTER,3,4,4
GAME_ID_009,2024-07-28,COFFEE,TYPES OF BEVERAGES,0,1,1
GAME_ID_009,2024-07-28,TEA,TYPES OF BEVERAGES,0,4,4
GAME_ID_009,2024-07-28,JUICE,TYPES OF BEVERAGES,0,3,1
GAME_ID_009,2024-07-28,SODA,TYPES OF BEVERAGES,0,2,3
GAME_ID_009,2024-07-28,LENS,PARTS OF A CAMERA,1,2,4
GAME_ID_009,2024-07-28,FLASH,PARTS OF A CAMERA,1,4,1
GAME_ID_009,2024-07-28,SHUTTER,PARTS OF A CAMERA,1,1,2
GAME_ID_009,2024-07-28,APERTURE,PARTS OF A CAMERA,1,3,2
GAME_ID_009,2024-07-28,TUNE,SYNONYMS FOR A MELODY,2,1,4
GAME_ID_009,2024-07-28,AIR,SYNONYMS FOR A MELODY,2,3,4
GAME_ID_009,2024-07-28,STRAIN,SYNONYMS FOR A MELODY,2,2,2
GAME_ID_009,2024-07-28,LAY,SYNONYMS FOR A MELODY,2,4,2
GAME_ID_009,2024-07-28,OKTOBER,WORDS BEFORE 'FEST',3,3,3
GAME_ID_009,2024-07-28,SONG,WORDS BEFORE 'FEST',3,2,1
GAME_ID_009,2024-07-28,BEER,WORDS BEFORE 'FEST',3,1,3
GAME_ID_009,2024-07-28,FILM,WORDS BEFORE 'FEST',3,4,3
GAME_ID_010,2024-07-29,PEN,THINGS ON A DESK,0,1,1
GAME_ID_010,2024-07-29,PENCIL,THINGS ON A DESK,0,4,3
GAME_ID_010,2024-07-29,PAPER,THINGS ON A DESK,0,2,2
GAME_ID_010,2024-07-29,MOUSE,THINGS ON A DESK,0,3,4
GAME_ID_010,2024-07-29,VENT,WAYS TO DEAL WITH FRUSTRATION,1,2,4
GAME_ID_010,2024-07-29,BREATHE,WAYS TO DEAL WITH FRUSTRATION,1,4,1
GAME_ID_010,2024-07-29,BOTTLE,WAYS TO DEAL WITH FRUSTRATION,1,1,2
GAME_ID_010,2024-07-29,RANT,WAYS TO DEAL WITH FRUSTRATION,1,3,2
GAME_ID_010,2024-07-29,POOL,WORDS THAT CAN PRECEDE 'PARTY',2,1,4
GAME_ID_010,2024-07-29,TEA,WORDS THAT CAN PRECEDE 'PARTY',2,3,1
GAME_ID_010,2024-07-29,KITCHEN,WORDS THAT CAN PRECEDE 'PARTY',2,2,1
GAME_ID_010,2024-07-29,BIRTHDAY,WORDS THAT CAN PRECEDE 'PARTY',2,4,2
GAME_ID_010,2024-07-29,WARMING,HOUSE ___,3,1,3
GAME_ID_010,2024-07-29,BROKEN,HOUSE ___,3,2,3
GAME_ID_010,2024-07-29,OF CARDS,HOUSE ___,3,3,3
GAME_ID_010,2024-07-29,OF LORDS,HOUSE ___,3,4,4

